citta,nome,email,indirizzo,telefono,sito,amenity,cuisine
firenze,Palazzo Tempi,info@palazzotempi.it,"Via dei Bardi 37, 50125 Firenze",+39 055 246 6949,https://palazzotempi.it,restaurant,italian
firenze,Pasticceria Andrea Di Bonaiuti Andrea,stefy.mart86@gmail.com,"Piazza Mazzini 6/7, 50061 Fiesole",+39 055 6594788,https://www.pasticceriandrea.it/,cafe,
firenze,Pasticcieria Anna,ricordifirenze@gmail.com,"Via Santo Stefano in Pane 28 R, 50134 Firenze",+39 055 771 7559,https://www.pasticceriaannafirenze.it/,cafe,breakfast;coffee_shop;diner
firenze,Pinseria di Quartiere,info@pinseriadiquartiere.it,"Via Ottavio Rinuccini 27d, 50144 Firenze",,https://www.pinseriadiquartiere.it/,restaurant,pizza
firenze,Pizzeria A’ i Campo,aicampo.it@gmail.com,"Via Yuri Gagarin 3, 50050 Firenze",+39 3348204645,https://aicampo.it/,restaurant,italian_pizza;pizza
firenze,Pizzeria Biancaneve,marcomos74@gmail.com,"Via Baldassarre Franceschini 44, 50142 Firenze",+39 055 715 005,https://www.pizzeriabiancaneve.it/isolotto,fast_food,pizza
firenze,Pizzeria Giotto,info@pizzeriagiottofirenze.it,"Via Panzani 57 rosso, 50123 Firenze",+39 055212287,https://www.pizzeriagiottofirenze.it,restaurant,italian_pizza
firenze,Pizzeria Primavera,zeni1990@icloud.com,"Via Ventiquattro Maggio 11, 50055 Lastra a Signa",+39 055 872 0024,https://pizzeria-primavera.business.site/,fast_food,pizza
firenze,Ristorante Accademia,info@ristoranteaccademia.it,Firenze,+39 055 217343,http://www.ristoranteaccademia.it,restaurant,italian
firenze,Ristorante Bistrot Lo Zero,rossoramefirenze@gmail.com,"Via Taddeino Taddeini 70, 50025 Montespertoli",+393290241553,http://info.ristorantebistrotlozero.it/,restaurant,
firenze,Ristorante Cortefreda,max@borgodicortefreda.com,"Via Roma 191, 50028 Tavarnelle Val di Pesa",+39 055 8073333,http://www.ristorantecortefreda.com,restaurant,
firenze,Ristorante Giapponese Tokyo,tokyo.empoli@hotmail.com,"Via Giambattista Vico 47, 50053 Empoli",334 1753853,https://www.ristorantegiapponesetokyoempoli.it,restaurant,asian
firenze,Ristorante Il Camino,mircofanfi@gmail.com,"Viale Baccarini 38,  Firenze",+39 055 8045069,https://www.ristoranteilcamino.net/,restaurant,
firenze,Ristorante Il Portico,ristilportico@gmail.com,"Via Enzo Cherzani 12, 50041 Calenzano",+39 055 883 9778;+39 338 523 6551,https://www.ristilportico.it/,restaurant,
firenze,Ristoro di Lamole,info@ristorodilamole.it,"Località Lamole 6, 50022 Greve in Chianti",+39 055 8547050,http://www.ristorodilamole.it,restaurant,italian
firenze,Rivoire,rivoire.firenze@rivoire.it,"Piazza della Signoria 5r,  Firenze",+39 055 214412,https://www.rivoire.it/,cafe,
firenze,Rosmarino,info@rosmarinobistrot.it,"Viale Roosvelt 1, 50051 Castelfiorentino",+39 0571 629606,https://www.rosmarinobistrot.it/,restaurant,
firenze,Sciabolino,info@sciabolino.it,"Via d'Ormicello 18,  Empoli",+39 0571 924333,https://www.sciabolino.it/,restaurant,italian
firenze,Shake cafe,info@shakecafe.it,"Piazza Francesca Morvillo 5, 50144 Firenze",+39 055 0682661,https://www.manifatturatabacchi.com/en/maker/eat-and-drink/shake-cafe/,restaurant,breakfast;brunch
firenze,Signorvino,firenze.pontevecchio@signorvino.it,"Via dei Bardi 46/r, 50125 Firenze",+39055286258,https://www.signorvino.com/it/negozi/firenze,restaurant,
firenze,simBIOsi Café,contatti@simbiosi.bio,"Via dei Ginori 60r;64r, 50123 Firenze",+39 055 0640115,https://www.simbiosi.bio/,cafe,italian
firenze,Trattoria Antico Fattore,info@anticofattore.it,"Via Lambertesca 1/3 R,  Firenze",+39 055 288975,https://www.anticofattore.it/,restaurant,
firenze,Trattoria Da Cioffi,trattoria.dacioffi@gmail.com,"Via Val d'Orme 383, 50053 Empoli",+39 333 6160489,https://www.trattoriacioffi.com,restaurant,italian
firenze,Trattoria da Giorgio,info@trattoriadagiorgio.it,"Via Palazzuolo 100r, 50123 Firenze",+39 055 28 43 02,https://www.trattoriadagiorgio.it/,restaurant,italian;local
firenze,Trattoria dall Oste,trattoriaoste@hotmail.com,"Via dei Cerchi 40r, 50100 Firenze",+39 055 212048,http://www.osteriadalloste.it,restaurant,italian;steak_house
firenze,Trattoria Diladdarno,ssabatini77@gmail.com,"Via dei Serragli 108r,  Firenze",,https://www.trattoriadiladdarno.com,restaurant,regional
firenze,Trattoria I Fratellini,info@trattoriaifratellini.com,"Via Ghibellina 27 R,  Firenze",+39 055 2001371,https://www.trattoriaifratellini.com/,restaurant,
firenze,Trattoria I'Raddi,info@trattoriairaddi.it,"Via d'Ardiglione 47 / R, 50125 Firenze",+39 055211072,www.trattoriairaddi.it,restaurant,regional;italian
firenze,Trattoria la Baracchina,info@trattorialabaracchina.it,Firenze,,https://www.trattorialabaracchina.it,restaurant,regional
firenze,Trattoria ponte vecchio,trattoriapontevecchiofirenze@gmail.com,Firenze,+39 055 292289,https://www.flofood.it/trattoria-ponte-vecchio,restaurant,
firenze,Trattoria Zazà,info@trattoriazaza.it,"Piazza del Mercato Centrale 26, 50123 Firenze",+39 055 215411,https://www.trattoriazaza.it/,restaurant,italian;mediterranean;italian_pizza
firenze,Tullio,info@ristorantetullio.it,"via Ontignano 46,  Fiesole",+39 055 697354,https://www.ristorantetullio.it/,restaurant,regional
firenze,Tuttobene,info@tuttobene-bar.it,"Via San Quirico 233/a, 50013 Campi Bisenzio",+39 055 896 9529,https://www.tuttobene-bar.it/,cafe,italian;regional
firenze,Villa Campestri,villa.campestri@villacampestri.it,"Via di Campestri 19/22, 50039 Vicchio",+39. 055 8490107,https://www.villacampestri.com/,restaurant,
firenze,Volume,hello@volume.fi.it,"Piazza di Santo Spirito 5/r, 50125 Firenze",+390552381460,https://www.volume.fi.it,bar,
firenze,Agriturismo Badia di Moscheta,badia.moscheta@gmail.com,"Via Moscheta 898, 50033 Firenze",+39  055 8144015,,restaurant,grill;local
firenze,Albergo Ristorante Gualtieri,albergogualtieri@hotmail.it,"Via Santa Lucia 5, 50031 Firenze",+39 055 8423163,,restaurant,
firenze,Amici Miei,amicimiei.rufina@gmail.com,"Via 25 Aprile 16/b, 50068 Rufina",,,restaurant,regional;pizza;italian
firenze,B.O.r.G.O.,info@borgofirenze.com,"Borgo San Frediano 145r, 50124 Firenze",+39 055 223449,,restaurant,italian
firenze,Bar Gelateria La Curva,cappuccinogl55@yahoo.it,"Piazza Bucciarelli 10, 50022 Panzano in Chianti",+39055290761,,bar,
firenze,Bar sei Pucci,caffedeipucci@gmail.com,"Via dei Pucci 31 R, 50122 Firenze",+39 055 5308949,,bar,italian
firenze,Bar Sorgane,bar.sorgane@gmail.com,"Viale Benedetto Croce 5, 50126 Firenze",+39 055 682 0444,,bar,breakfast;coffee_shop;sandwich
firenze,Canto del Ramerino,cantodelramerino@gmail.com,"Via di San Giuseppe 18 R, 50122 Firenze",+39 055 4931561,,restaurant,italian
firenze,Coconovo pizzeria,coconovo@virgilio.it,Firenze,+39 055 787 4748,,restaurant,pizza
firenze,David 2,info@pizzeriadavid2.it,"Via Aretina 193 r,  Firenze",,,restaurant,italian
firenze,Fattoria di Maiano,spaccio@contemiarifulcis.it,"Via Cave di Maiano 2,  Firenze",+39 055 59432,,restaurant,regional
firenze,il Bacaro fiorentino,info@ilbacarofiorentino.com,"Via Palazzuolo 80 R,  Firenze",+393516925416;+390557969626,,restaurant,italian
firenze,La Divina Pizza,divina@ladivinapizza.it,"Borgo Allegri 50r, 50122 Firenze",+39 055 2347498,,restaurant,pizza
firenze,Mensa universitaria Caponnetto,ristorazione.fi@dsu.toscana.it,Firenze,,,fast_food,sandwich;salad;pizza;traditional
firenze,Nuovo Ranch,info@nuovoranch.it,"Via Ponti di Millo ,  Bagno a Ripoli",,,restaurant,regional
firenze,Osteria Al Peposo,al.peposo@libero.it,"Via Fra' Iacopo Passavanti 2 R, 4 R, 6 R, 50133 Firenze",+39 055 500 0633,,restaurant,pizza;italian;mediterranean
firenze,Pasticceria Crociani,crocianisrl@gmail.com,"Piazza Dalmazia 37 R, 50141 Firenze",005 431572,,cafe,cafe;italian
firenze,Pasticceria L'Incontro,pasticcerialincontrofirenze@gmail.com,"Via Domenico Maria Manni 100r,  Firenze",+39055608860,,cafe,
firenze,Relais Fattoria Valle,info@fattoriavalle.it,"Via Case Sparse 56, 50022 Firenze",+39055852482,,restaurant,italian
firenze,Ristorante da Sonia,frederik11@hotmail.it,"2,  Firenze",,,restaurant,regional
firenze,Ristorante Goyo Asian&Fusion,ristorante.goyo@gmail.com,"Via Enzo Cherzani 12a, 50041 Calenzano",+39 055 614 4654,,restaurant,sushi
firenze,Ristorante Pizzeria Campigno,ilio29villa@gmail.com,Firenze,+39 055 8042295,,restaurant,regional;pizza
firenze,Salerosa Bistrò,salerosa@salerosa2019.com,"Borgo San Frediano 90 rosso, 50053 Firenze",,,restaurant,seafood
firenze,Trattoria Cornelius,trattoria.cornelius@gmail.com,"Via Faenza 60/62r,  Firenze",+39 055 281122,,restaurant,italian;pizza
milano,150UP,hello@150up.com,"Via Medardo Rosso 16, 20159 Milano",+39 02 89452576,https://150up.com/,bar,
milano,55 Milano,info@55milano.com,"Via Piero della Francesca 55, 20154 Milano",+39 02 34936616,https://www.55milano.com/,bar,
milano,A Piedigrotta,aldofareg@yahoo.com,"Via Cesare da Sesto 5, 20123 Milano",+390289406642,https://apiedigrotta.eatbu.com/,restaurant,italian;seafood;steak_house;pizza
milano,Actors' Studio Cafe,actorstudiosrl@gmail.com,"Via Terraggio 11, 20123 Milano",+390236586357,https://it-it.facebook.com/actorstudiocafe/,cafe,
milano,Al Canevone 2.0,alcanevone2.0.lainate@gmail.com,"Via Isonzo , 20045 Lainate",,https://www.alcanevone.it/,cafe,
milano,Al Chiosco del Ghezzi,alchioscodelghezzi@gmail.com,Milano,+39 393 16 79 591,www.facebook.com/AlChioscodelGhezzi,cafe,italian
milano,Al Desiderio,ristorantealdesiderio@gmail.com,"Viale Fulvio Testi 58, 20125 Milano",+39 02 6471173,http://www.ristorantealdesiderio.it/,restaurant,pizza;japanese;italian
milano,Al Molo 13,info@ristorantealmolosulladda.com,"Via Alzaia 13,  Milano",+39 02 909 2013,https://ristorante-almolo13.com,restaurant,pizza;italian
milano,Al panino 900,maxalpanino900@gmail.com,"Via Savona 2, 20144 Milano",+390287166673,https://alpanino900.it/,cafe,
milano,Al Pizzetta,alpizzettamontenero@gmail.com,"Viale Monte Nero 73, 20129 Milano",,http://www.alpizzetta.it,fast_food,pizza
milano,Alex Pub Ristorante Pizzeria,alexpub2014@gmail.com,"Via Pietro Mascagni 34, 20030 Senago",+39029988361,https://www.alexpub.it/,restaurant,pizza;regional;italian;burger;steak_house;dessert
milano,Anarres,libreria@anarres.it,"Via Pietro Crespi 11, 20127 Milano",340 687 0353;0209942972,https://www.anarres.it/,bar,
milano,Antica Osteria della Lucciola,osteria.lucciola@libero.it,"Via Monte Santo 2, 20039 Canegrate",+39 0331 402799,http://www.anticaosteriadellalucciola.com/,restaurant,pizza;italian
milano,ARCI Villa Cortese,circoloarcivillacortese@gmail.com,"Via Emilia 18a, 20020 Villa Cortese",+39 0331 430067,http://www.arcimilano.it/circoli/circolo/villa-cortese,bar,
milano,Art Cafe,info@artcafemilano.it,"Via Legnano 26, 20121 Milano",+39 02 36748220,http://www.artcafemilano.it/,cafe,
milano,Art Cafe,mangia.marcello@live.it,"Via Andrea Solari 19, 20144 Milano",+393348673956,https://art-cafe-bar-milano.eatbu.com/?lang=it#,cafe,
milano,Art Factory,artfactorymilano@hotmail.com,"Viale Andrea Doria 17, 20124 Milano",+39 02 6694578,http://www.hc-artfactory.it/,cafe,
milano,Assaje,milano.trau@assaje.it,"Piazzale Segrino , 20159 Milano",+39 02 606456,https://www.assaje.it,restaurant,pizza
milano,Assaje,milano.baracca@assaje.it,"Viale di Porta Vercellina 2, 20123 Milano",+390243983226,https://www.assaje.it/,restaurant,pizza
milano,Assaje,milano.casale@assaje.it,"Via Casale 5, 20144 Milano",,https://www.assaje.it/,restaurant,pizza
milano,Attimi Bar & Gelateria,cooperativa@isemprevivi.org,"Piazza Riccardo Wagner 2, 20145 Milano",+393292183263,https://www.cooperativaisemprevivi.it/,bar,
milano,Bar Arca,info@arcamilano.eu,"Via Rimini 38, 20142 Milano",,https://www.arcamilano.eu/,bar,
milano,Bar Basso,info@barbasso.com,"Via Plinio 39, 20129 Milano",+39 02 29400580,http://www.barbasso.com/,cafe,
milano,Bar Mercurio,info@barmercurio.it,"Via Dogana 3, 20123 Milano",+39 02 8056153,http://www.barmercurio.it/,cafe,
milano,Bar Mida,info@barmida.com,"Via Sandro Botticelli 22, 20133 Milano",+39 02 714428,http://www.barmida.com/,cafe,italian
milano,Bar tabacchi Cenisio,tabacchicenisio@gmail.com,"Via Cenisio 40, 20154 Milano",+39023451163,https://www.facebook.com/people/Bar-Tabacchi-Cenisio/100027689996195/,cafe,
milano,Bar Taita,taitamigliavacca75@gmail.com,"Largo Oreste Murani 2, 20133 Milano",+39 338 692 3799,https://bartaita.eatbu.com/,bar,
milano,Barcollando,info@barcollandocafe.it,"Via Francesco Novati 6, 20123 Milano",,https://www.barcollandocafe.it/,cafe,
milano,Beato Te,beatote@ristorantebeatote.it,"Via Sant'Anatalone 16, 20147 Milano",+39 02 84571533,https://beatotemilano.it,restaurant,italian;pizza
milano,Bebel,info@bebel.it,"Via San Vittore 3, 20123 Milano",+39024812824,https://www.bebel.it/,restaurant,italian;pizza
milano,Bella Napoli,info@bellanapoliristorante.it,"Via Davide Campari 62, 20099 Sesto San Giovanni",+39 02 26260975,http://www.bellanapoliristorante.it/,restaurant,pizza
milano,Blanco,info@blancomilano.it,"Via Giovanni Battista Morgagni 2,  Milano",+39 02 29405284,http://www.blancomilano.it,cafe,
milano,Blow Up Enoteca & Cafè Bistrot,blowuplainate@gmail.com,Milano,+39 02 93256126,https://www.blowuplainate.com/,cafe,bistro;brunch;breakfast
milano,Bobino,contact@bobino.it,"Piazzale Stazione Genova 4, 20144 Milano",+393714085303,https://bobino.it/,bar,
milano,Boccascena Cafè,boccascena@mtmteatro.it,"Corso Magenta 24, 20123 Milano",+393929243823,https://www.facebook.com/boccascenacafe/,cafe,
milano,Bollicine,bollicine@ristorantebollicine.com,"Via Ventiquattro Maggio 7, 20028 San Vittore Olona",+39 0331 517005,https://ristorantebollicine.com,restaurant,pizza;italian;fish
milano,Cafezal,info@cafezal.it,"Corso Magenta 96, 20123 Milano",+39 02 4951 9174,https://cafezal.it/,cafe,coffee_shop
milano,Caffè degli Artisti,ristorantedapuccini@libero.it,"Via San Giovanni sul Muro 5, 20121 Milano",+39 02 8053939,http://www.ristorantedapuccini.com,restaurant,italian;italian_pizza;local
milano,Caffè Farmacia,info@caffefarmacia.it,"Piazza San Magno 8, 20025 Legnano",+39 0331 1362149,http://www.caffefarmacia.it/,cafe,
milano,Caffè Fernanda,info@caffefernanda.com,"Via Brera 28, 20121 Milano",,https://www.caffefernanda.com/,cafe,
milano,Caffè Panzera,info@caffepanzera.it,Milano,+39 02 6692647,http://www.caffepanzera.it/,cafe,
milano,Cafè Gorille,hello@cafegorille.it,"Via Gaetano De Castillia 20, 20124 Milano",+39 02 6887627,https://www.cafegorille.it/,bar,
milano,Cagiada,info@cagiada.it,"Via Festa del Perdono 4,  Milano",,https://www.cagiada.it,restaurant,pizza;italian
milano,Camparino in Galleria,info@camparino.it,"Galleria Vittorio Emanuele Secondo 1n02, 20121 Milano",+39 02 86464435,https://www.camparino.com/,bar,
milano,Capperi... Che Pizza!,milano@capperichepizza.com,"Piazza Santa Maria del Suffragio 3, 20129 Milano",+39 02 87073392,https://www.capperichepizza.com/milano/,restaurant,pizza
milano,Carico,ciao@carico.io,"Via Savona 1, 20144 Milano",,https://www.carico.io/,bar,
milano,Carlsberg Øl,info@carlsbergol.it,"Bastioni di Porta Nuova 9,  Milano",+29 02 655 5560,https://www.carlsbergol.it,restaurant,pizza;italian
milano,Casa Fiori Chiari,info@casafiorichiari.com,"Via Fiori Chiari 8, 20121 Milano",+390249623564,https://www.casafiorichiari.com/,restaurant,italian;pizza
milano,Chateau Dufan,info@chateaudufan.com,"Via Paolo Sarpi 2, 20154 Milano",+39 02 34534113,https://www.chateaudufan.com/,cafe,chinese
milano,Chocolat,boccaccionovemilano@chocolatmilano.it,"Via Giovanni Boccaccio 9n03, 20123 Milano",+39 02 48100597,https://www.chocolatmilano.it/,cafe,ice_cream
milano,Chocolat Cafè Milano,info@chocolatcafemilano.it,"Via Sacco 5, 20146 Milano",+39 02 64082714,https://www.chocolatcafemilano.it/,cafe,
milano,Ci Sta,castelfidardo@cistapizza.com,"Via Castelfidardo 2,  Milano",+39 02 3952 1656,https://cistapizza.com,restaurant,pizza
milano,Cioccolatino,info@caffecioccolatino.it,"Piazza San Sebastiano 1, 20019 Vighignolo",+390285687333,https://caffecioccolatino.it/,cafe,
milano,Circolo Fratellanza e Pace,info@circolone.it,"Via San Bernardino 12, 20025 Legnano",+39 0331 548766,https://www.circolone.it,bar,
milano,Ciro's Pizza al Metro,info@cirospizza.it,"Viale John Fitzgerald Kennedy 30, 20024 Garbagnate Milanese",+39 388 491 9100,https://www.cirospizza.it/,restaurant,pizza
milano,City Life,info@cityliferistorante.it,"Via Vittor Pisani 26, 20124 Milano",+39 02 66985651,https://www.cityliferistorante.it/,restaurant,pasta;salad;steak_house;pizza
milano,Colognesi,santo.colognesi@alice.it,"Via Monte Grappa 2, 20060 Masate",,https://pasticceriacolognesi.it/,cafe,coffee_shop;breakfast;italian;pancake;savory_pancakes;sandwich
milano,Con le mani,pizzeriaconlemani@gmail.com,"Via Giannetto Mattei 48, 20044 Arese",,https://pizzeriaconlemani.it/,fast_food,pizza;salad;italian;middle_eastern;dessert
milano,Cookingarage Bistrot,cookingarage@gmail.com,"Via Ala 2,  Milano",+39 320 704 6927,https://cookingarage.com/,cafe,
milano,Crazy Cat Café,crazycatcafe@gmail.com,Milano,,https://www.crazycatcafe.it/,cafe,
milano,Crumb Snack & Cafe,crumbsnackandcafe@hotmail.com,"Via Lanzone 22, 20123 Milano",,https://www.instagram.com/crumbsnackandcafe/,cafe,
milano,Da Zero,info@cominciadazero.com,"Via Bernardino Luini 9, 20123 Milano",+39 02 83529189,https://www.dazero.org/pizzerie,restaurant,pizza
milano,Depot,info@depotmilano.com,"Via Valtorta 19, 20127 Milano",+39 02 28970999,https://www.depotmilano.com,bar,
milano,Dito Divino,ditodivino@live.it,"Via Gaetano Negri 8, 20123 Milano",+39 02 89096532,https://www.ditodivino.com/,bar,
milano,Donna Assunta 1954,donnaassunta1954@gmail.com,"Via Annibale Grasselli 4, 20137 Milano",+39 02 70002364,https://donnaassunta1954.it,restaurant,regional;pizza
milano,DOP Pizzeria Contemporanea,lc.food.airaghi@gmail.com,"Via Don Giovanni Minzoni 1a, 20019 Milano",+39 02 4341 7398,https://dopcontemporanea.com/,restaurant,pizza
milano,Doppio Malto,legnano@doppiomalto.com,"Via Saronnese 12, 20025 Legnano",+39 0331 173 6618,https://www.doppiomalto.com/it/ristoranti/legnano/,restaurant,burger;meat;pizza
milano,Elegant coffee,jessicasoranno@yahoo.it,"Via Olona 11, 20123 Milano",,https://www.elegantcoffeemilano.com/,cafe,italian
milano,Forno Antico,pizzeriafornoantico@gmail.com,"Viale Corsica 73, 20133 Milano",+39 02 70102144,https://fornoantico.eatbu.com,restaurant,pizza
milano,Franci's Bar,francesco.lanzetta@hotmail.it,"Viale San Michele del Carso 6, 20144 Milano",+39024890512,https://www.facebook.com/FrancisbarMilano/,cafe,
milano,Frankie's,info@frankiesmilano.it,"Corso di Porta Ticinese 89, 20123 Milano",+390291943289,https://frankiesitalia.it/,cafe,sandwich;juice;salad
milano,Freeway Route 66,info@freewayroute66.it,"Via Vincenzo Monti 41, 20017 Rho",+390293901148,http://www.freewayroute66.it/,restaurant,pizza;italian;regional
milano,Fresco,milanosempione@frescotrattoria.it,"Corso Sempione 41, 20145 Milano",+39 02 3311888,https://www.frescotrattoria.it/fresco-sempione-milano/,restaurant,italian_pizza;italian
milano,Fresco & Cimmino,info@frescoecimmino.it,"Via Ugo Foscolo 4, 20121 Milano",+39 02 97374869,https://www.frescocimmino.it/,restaurant,pizza
milano,Fòla,hello@folamilano.com,"Via Luigi Varanini 12, 20127 Milano",+39 02 49713413,https://www.folamilano.com/,cafe,
milano,Galleria Meravigli Bistrot,info@galleriameravigli.com,"Via Meravigli 3, 20123 Milano",+39 02 39831231,https://www.galleriameravigli.com/,cafe,
